language	book	k	kmer	count	frequency
dutch	max_havelaar	1	B	8939	0.015221459550491007
dutch	max_havelaar	1	W	10610	0.018066862717385567
dutch	max_havelaar	1	J	2079	0.0035401515164415263
dutch	max_havelaar	1	Q	32	5.4490066631134605e-05
dutch	max_havelaar	1	Z	10592	0.01803621205490555
dutch	sara_burgerhart	1	P	926	0.01539100806116513
dutch	sara_burgerhart	1	R	3088	0.051325521482589544
dutch	sara_burgerhart	1	O	4237	0.0704230034072966
dutch	sara_burgerhart	1	D	2996	0.049796393251890635
dutch	sara_burgerhart	1	U	1718	0.028554807612399237
dutch	sara_burgerhart	1	C	1034	0.017186071636333417
dutch	sara_burgerhart	1	E	7904	0.13137206016787167
dutch	sara_burgerhart	1	B	881	0.014643064904845009
dutch	sara_burgerhart	1	Y	1071	0.01780104712041885
dutch	sara_burgerhart	1	J	263	0.004371312224715366
dutch	sara_burgerhart	1	L	2242	0.037264190143771296
dutch	sara_burgerhart	1	I	3731	0.06201279813845259
dutch	sara_burgerhart	1	T	5799	0.09638494141111942
dutch	sara_burgerhart	1	S	4060	0.06748109365910412
dutch	sara_burgerhart	1	H	4873	0.08099393334995429
dutch	sara_burgerhart	1	A	4812	0.0799800548491648
dutch	sara_burgerhart	1	N	4043	0.06719853735560542
dutch	sara_burgerhart	1	V	551	0.009158148425164133
dutch	sara_burgerhart	1	G	1177	0.019562868777528462
dutch	sara_burgerhart	1	W	1515	0.02518075292944403
dutch	sara_burgerhart	1	F	1238	0.02057674727831796
dutch	sara_burgerhart	1	M	1524	0.025330341560708052
dutch	sara_burgerhart	1	K	410	0.006814593202027757
dutch	sara_burgerhart	1	X	33	0.0005484916479680877
dutch	sara_burgerhart	1	Q	25	0.00041552397573339984
dutch	sara_burgerhart	1	Z	14	0.0002326934264107039
english	alice	1	I	7545	0.06980746278323141
english	alice	1	L	4735	0.043808924622743634
english	alice	1	U	3478	0.03217897356661085
english	alice	1	S	6514	0.060268497358511516
english	alice	1	T	10730	0.09927555674805473
english	alice	1	R	5469	0.05060000185042976
english	alice	1	A	8827	0.08166871755965323
english	alice	1	O	8161	0.07550678645115327
english	alice	1	N	7029	0.06503335399646568
english	alice	1	C	2421	0.022399452272790357
english	alice	1	E	13621	0.12602351896227898
english	alice	1	D	4940	0.04570561512911374
english	alice	1	V	853	0.007892082936261946
english	alice	1	W	2678	0.024777254517361656
english	alice	1	B	1483	0.013720936687545683
english	alice	1	Y	2265	0.020956117058186764
english	alice	1	H	7397	0.0684381447591203
english	alice	1	M	2110	0.019522033992394733
english	alice	1	F	2003	0.018532054069557654
english	alice	1	P	1543	0.014276065616239371
english	alice	1	G	2534	0.023444945088496802
english	alice	1	Q	212	0.0019614555480510346
english	alice	1	X	152	0.0014063266193573456
english	alice	1	K	1159	0.010723240472599762
english	alice	1	J	146	0.0013508137264879767
english	alice	1	Z	78	0.0007216676073017958
english	mobydick	1	M	23325	0.024419532275659614
english	mobydick	1	O	69449	0.07270791412700041
english	mobydick	1	B	16932	0.017726538927822878
english	mobydick	1	Y	16899	0.017691990393413584
english	mobydick	1	D	38310	0.040107707673334186
english	mobydick	1	I	65586	0.06866364175054283
english	mobydick	1	C	22716	0.023781954777015384
english	mobydick	1	K	8085	0.00846439093027687
english	mobydick	1	R	52414	0.054873541894809134
english	mobydick	1	T	88383	0.09253039747565375
english	mobydick	1	H	63237	0.06620441425577223
english	mobydick	1	E	117508	0.12302209640506796
english	mobydick	1	W	22264	0.023308744548136577
english	mobydick	1	A	78224	0.08189468350401705
english	mobydick	1	L	42875	0.0448869215999531
english	mobydick	1	N	65757	0.06884266597430008
english	mobydick	1	V	8614	0.009018214406110694
english	mobydick	1	S	64389	0.06741047218424209
english	mobydick	1	G	20871	0.021850377625950348
english	mobydick	1	X	1036	0.0010846145953947851
english	mobydick	1	U	26695	0.027947670486548056
english	mobydick	1	P	17441	0.0182594238979541
english	mobydick	1	F	20878	0.021857706102946257
english	mobydick	1	Q	1570	0.0016436726976542591
english	mobydick	1	J	1086	0.00113696085965129
english	mobydick	1	Z	634	0.0006637506307724843
english	pride	1	I	40097	0.07110166170454606
english	pride	1	L	23004	0.040791645904964896
english	pride	1	U	15786	0.027992389247773253
english	pride	1	S	34943	0.06196237536329284
english	pride	1	T	49335	0.08748286605466193
english	pride	1	R	33978	0.06025119738127705
english	pride	1	A	43830	0.07772117197072732
english	pride	1	O	42025	0.07452047118571335
english	pride	1	N	39650	0.07030902278437916
english	pride	1	G	10588	0.01877508028350584
english	pride	1	E	72592	0.12872314204195845
english	pride	1	P	8709	0.015443159632513446
english	pride	1	B	9491	0.016829834432447482
english	pride	1	H	35632	0.0631841387100378
english	pride	1	C	14229	0.025231452337930168
english	pride	1	D	23183	0.041109056121318086
english	pride	1	K	3357	0.005952771487696364
english	pride	1	J	919	0.0016296088761373127
english	pride	1	Y	13241	0.023479489802975144
english	pride	1	W	12726	0.02256627046542268
english	pride	1	F	12617	0.022372987149319342
english	pride	1	M	15378	0.02726890674345984
english	pride	1	V	6006	0.010650088041437106
english	pride	1	Q	649	0.001150833689459321
english	pride	1	X	1004	0.001780334397869273
english	pride	1	Z	970	0.001720044189176489
english	sherlock	1	T	38980	0.09034085246722305
english	sherlock	1	H	29048	0.06732224429112096
english	sherlock	1	E	53095	0.12305406777186269
english	sherlock	1	A	35127	0.08141106014920842
english	sherlock	1	D	18520	0.04292233421480172
english	sherlock	1	V	4446	0.01030414135631795
english	sherlock	1	N	28641	0.06637897269147602
english	sherlock	1	U	13074	0.030300572220535508
english	sherlock	1	R	24502	0.05678634087100819
english	sherlock	1	S	27159	0.0629442589060367
english	sherlock	1	O	33475	0.0775823508553179
english	sherlock	1	F	8975	0.020800645225585605
english	sherlock	1	L	17145	0.03973560583762286
english	sherlock	1	C	10500	0.024335016698456696
english	sherlock	1	K	3542	0.008209012299612725
english	sherlock	1	M	11787	0.027317794459496104
english	sherlock	1	B	6363	0.014747020119264757
english	sherlock	1	Y	9431	0.02185748023649001
english	sherlock	1	I	30138	0.06984845078648456
english	sherlock	1	G	7888	0.01828139159213585
english	sherlock	1	P	6798	0.01575518509677225
english	sherlock	1	W	11266	0.02611031410712506
english	sherlock	1	X	549	0.001272373730233593
english	sherlock	1	J	452	0.001047564528352612
english	sherlock	1	Q	427	0.0009896240124039057
english	sherlock	1	Z	149	0.0003453254750542903
french	candide	1	O	8653	0.05490168708639735
french	candide	1	E	26414	0.16759195223623016
french	candide	1	U	10324	0.0655038735097615
french	candide	1	V	2948	0.018704515605073316
french	candide	1	R	9879	0.06268043068606488
french	candide	1	S	12126	0.07693723074189926
french	candide	1	D	6893	0.04373481209829388
french	candide	1	L	8342	0.05292844951747679
french	candide	1	T	10892	0.06910772861955852
french	candide	1	A	13311	0.08445583691286665
french	candide	1	I	11907	0.07554771618372047
french	candide	1	M	4681	0.029700080579154745
french	candide	1	X	812	0.0051519900513295564
french	candide	1	P	4201	0.02665456921876289
french	candide	1	F	1514	0.009606050415902645
french	candide	1	N	11294	0.07165834438388671
french	candide	1	J	1021	0.006478056456166843
french	candide	1	C	4851	0.03077869918596019
french	candide	1	B	1590	0.010088256381298023
french	candide	1	H	1322	0.008387845871745903
french	candide	1	Z	397	0.0025188916876574307
french	candide	1	K	37	0.00023475816736353888
french	candide	1	W	5	3.1724076670748495e-05
french	candide	1	Q	2046	0.012981492173670285
french	candide	1	G	1622	0.010291290471990813
french	candide	1	Y	527	0.0033437176810968915
french	madame_bovary	1	P	13340	0.026010134983631552
french	madame_bovary	1	R	31818	0.06203826648494668
french	madame_bovary	1	O	26261	0.051203309955408415
french	madame_bovary	1	D	17736	0.03458139085979679
french	madame_bovary	1	U	32662	0.06368388522004301
french	madame_bovary	1	C	15905	0.031011334101548715
french	madame_bovary	1	E	88848	0.1732345182178183
french	madame_bovary	1	B	4965	0.009680683672693452
french	madame_bovary	1	Y	1726	0.0033653293089766162
french	madame_bovary	1	W	13	2.5347208005038246e-05
french	madame_bovary	1	K	15	2.924677846735182e-05
french	madame_bovary	1	S	37627	0.07336456889273646
french	madame_bovary	1	G	4495	0.008764284614049763
french	madame_bovary	1	A	45095	0.08792556499901535
french	madame_bovary	1	T	38752	0.07555807727778785
french	madame_bovary	1	I	39627	0.07726413935505004
french	madame_bovary	1	M	15431	0.030087135901980398
french	madame_bovary	1	N	34687	0.06763220031313551
french	madame_bovary	1	H	5104	0.009951703819824246
french	madame_bovary	1	F	5858	0.011421841884116464
french	madame_bovary	1	V	10170	0.019829315800864535
french	madame_bovary	1	L	30197	0.05887766462524153
french	madame_bovary	1	J	2883	0.00562123082142502
french	madame_bovary	1	Q	6626	0.012919276941644877
french	madame_bovary	1	X	2074	0.004043854569419179
french	madame_bovary	1	Z	962	0.00187569339237283
french	notre_dame	1	C	22858	0.02766528610538903
french	notre_dame	1	O	60788	0.07357237780096196
french	notre_dame	1	V	7523	0.00910516875364606
french	notre_dame	1	E	107681	0.1303274859180329
french	notre_dame	1	R	49611	0.060044733090141536
french	notre_dame	1	N	52410	0.06343239324452879
french	notre_dame	1	T	74863	0.09060750344333446
french	notre_dame	1	D	35703	0.04321172936480464
french	notre_dame	1	A	65943	0.07981153038969589
french	notre_dame	1	M	20402	0.024692762582997067
french	notre_dame	1	P	15306	0.01852501833620984
french	notre_dame	1	I	56950	0.06892720464178428
french	notre_dame	1	S	52089	0.06304388345190345
french	notre_dame	1	L	34126	0.04130306910633065
french	notre_dame	1	K	5045	0.006106018391884139
french	notre_dame	1	W	17763	0.021498752169482254
french	notre_dame	1	H	58068	0.07028033220613046
french	notre_dame	1	U	23333	0.02824018377360409
french	notre_dame	1	B	12030	0.01456003989184662
french	notre_dame	1	F	18688	0.02261828973390105
french	notre_dame	1	Y	13613	0.016475962015603328
french	notre_dame	1	G	17425	0.02108966709188922
french	notre_dame	1	Q	1138	0.001377333781955233
french	notre_dame	1	X	1192	0.0014426905694996817
french	notre_dame	1	J	1131	0.0013688616057920637
french	notre_dame	1	Z	555	0.000671722538651278
german	faust	1	F	2567	0.017271308232634498
german	faust	1	A	7973	0.05364399709341443
german	faust	1	U	6869	0.04621605619398767
german	faust	1	S	11105	0.074716742471136
german	faust	1	T	9177	0.06174475872648492
german	faust	1	D	7075	0.047602066905293755
german	faust	1	E	22896	0.15404903517506796
german	faust	1	R	9827	0.06611809349516914
german	faust	1	G	4053	0.027269424334580294
german	faust	1	O	3662	0.02463869526603332
german	faust	1	I	12299	0.0827502220308421
german	faust	1	L	5789	0.038949592270635415
german	faust	1	B	2726	0.018341093199128026
german	faust	1	Y	41	0.00027585650079392846
german	faust	1	J	276	0.0018569852248566893
german	faust	1	H	9529	0.06411308770891083
german	faust	1	N	14097	0.09484753882175632
german	faust	1	W	2712	0.0182468982964179
german	faust	1	V	935	0.006290873859568857
german	faust	1	C	5725	0.03851898700110343
german	faust	1	Z	1531	0.010300885432085476
german	faust	1	P	1332	0.008961972172134456
german	faust	1	M	4695	0.03158893344457303
german	faust	1	K	1631	0.010973706165729203
german	faust	1	X	51	0.00034313857415830125
german	faust	1	Q	55	0.00037005140350405036
german	kafka_verwandlung	1	P	490	0.0049382716049382715
german	kafka_verwandlung	1	R	7710	0.07770219198790627
german	kafka_verwandlung	1	O	2550	0.025699168556311415
german	kafka_verwandlung	1	D	4611	0.04647014361300075
german	kafka_verwandlung	1	U	4658	0.04694381456286218
german	kafka_verwandlung	1	C	3323	0.03348954396573444
german	kafka_verwandlung	1	E	16855	0.16986646510456035
german	kafka_verwandlung	1	B	1714	0.01727387251196775
german	kafka_verwandlung	1	Y	2	2.015621063240111e-05
german	kafka_verwandlung	1	J	148	0.001491559586797682
german	kafka_verwandlung	1	A	5945	0.059914336104812296
german	kafka_verwandlung	1	N	9745	0.0982111363063744
german	kafka_verwandlung	1	S	6835	0.06888384983623079
german	kafka_verwandlung	1	L	3375	0.034013605442176874
german	kafka_verwandlung	1	X	3	3.023431594860166e-05
german	kafka_verwandlung	1	T	5845	0.05890652557319224
german	kafka_verwandlung	1	H	5237	0.052779037540942306
german	kafka_verwandlung	1	I	7210	0.07266313932980599
german	kafka_verwandlung	1	F	1654	0.016669186192995716
german	kafka_verwandlung	1	G	3362	0.033882590073066265
german	kafka_verwandlung	1	M	2767	0.027886117409926935
german	kafka_verwandlung	1	W	1758	0.017717309145880576
german	kafka_verwandlung	1	V	824	0.008304358780549257
german	kafka_verwandlung	1	Z	1385	0.013958175862937768
german	kafka_verwandlung	1	K	1210	0.012194507432602671
german	kafka_verwandlung	1	Q	9	9.070294784580499e-05
german	nietzsche_zarathustra	1	C	15391	0.03745990176845979
german	nietzsche_zarathustra	1	O	9474	0.023058612783729976
german	nietzsche_zarathustra	1	V	2490	0.00606037004765544
german	nietzsche_zarathustra	1	E	68535	0.16680620932372112
german	nietzsche_zarathustra	1	R	28368	0.06904440863931306
german	nietzsche_zarathustra	1	A	22682	0.055205346755389836
german	nietzsche_zarathustra	1	L	17465	0.04250777625795271
german	nietzsche_zarathustra	1	S	29831	0.0726051802777548
german	nietzsche_zarathustra	1	P	1540	0.003748180672043927
german	nietzsche_zarathustra	1	H	25603	0.06231472061450692
german	nietzsche_zarathustra	1	Z	4496	0.010942740455525646
german	nietzsche_zarathustra	1	T	23190	0.056441759600453674
german	nietzsche_zarathustra	1	U	19474	0.047397448316482745
german	nietzsche_zarathustra	1	I	32814	0.07986545491717495
german	nietzsche_zarathustra	1	N	39660	0.09652782172289749
german	nietzsche_zarathustra	1	B	7672	0.018672754620727927
german	nietzsche_zarathustra	1	F	5271	0.012829000209313986
german	nietzsche_zarathustra	1	D	21992	0.0535259671036299
german	nietzsche_zarathustra	1	K	4033	0.009815852370359193
german	nietzsche_zarathustra	1	W	8193	0.019940807951984347
german	nietzsche_zarathustra	1	M	11317	0.02754426017241631
german	nietzsche_zarathustra	1	G	10770	0.026212925868774734
german	nietzsche_zarathustra	1	J	542	0.0013191648858752003
german	nietzsche_zarathustra	1	Q	46	0.00011195864345066275
german	nietzsche_zarathustra	1	X	11	2.6772719086028048e-05
german	nietzsche_zarathustra	1	Y	6	1.4603301319651663e-05
polish	lalka	1	E	50672	0.12617686973194386
polish	lalka	1	T	38056	0.09476213598276871
polish	lalka	1	X	724	0.0018028112899812
polish	lalka	1	P	7078	0.017624721423324493
polish	lalka	1	R	25972	0.06467211992181178
polish	lalka	1	A	32202	0.08018526127068315
polish	lalka	1	D	16379	0.04078487032956088
polish	lalka	1	B	6127	0.015256664052092282
polish	lalka	1	Y	7064	0.017589860431529276
polish	lalka	1	G	8552	0.021295085845192296
polish	lalka	1	Q	465	0.0011578829417696933
polish	lalka	1	U	10761	0.026795652336308966
polish	lalka	1	I	26116	0.065030690123134
polish	lalka	1	S	25991	0.06471943126781957
polish	lalka	1	N	28848	0.07183356366488626
polish	lalka	1	H	23327	0.05808588254335836
polish	lalka	1	O	31821	0.07923654427968475
polish	lalka	1	L	16189	0.040311756869482934
polish	lalka	1	F	10321	0.02570002116560216
polish	lalka	1	M	8269	0.02059039579676042
polish	lalka	1	W	8267	0.020585415655075386
polish	lalka	1	V	4189	0.010430906759297302
polish	lalka	1	C	10896	0.027131811900048555
polish	lalka	1	J	450	0.0011205318791319614
polish	lalka	1	Z	183	0.0004556829641803309
polish	lalka	1	K	2676	0.006663429574571397
polish	pan_tadeusz	1	P	8228	0.016522453307201566
polish	pan_tadeusz	1	A	40085	0.08049374584579178
polish	pan_tadeusz	1	N	33479	0.06722839259501716
polish	pan_tadeusz	1	T	45304	0.09097389701378947
polish	pan_tadeusz	1	D	22543	0.04526806817018047
polish	pan_tadeusz	1	E	63035	0.1265791011448044
polish	pan_tadeusz	1	U	13961	0.028034755787778445
polish	pan_tadeusz	1	S	31968	0.0641941890282717
polish	pan_tadeusz	1	Z	1229	0.0024679259983654256
polish	pan_tadeusz	1	O	36965	0.0742285472169064
polish	pan_tadeusz	1	R	29943	0.06012783414894707
polish	pan_tadeusz	1	H	34446	0.0691702025546749
polish	pan_tadeusz	1	L	20041	0.04024386080817046
polish	pan_tadeusz	1	F	11340	0.022771587324218006
polish	pan_tadeusz	1	Y	9053	0.018179116406185677
polish	pan_tadeusz	1	I	32305	0.06487091080325068
polish	pan_tadeusz	1	G	10368	0.020819736982142175
polish	pan_tadeusz	1	V	4301	0.00863673695603718
polish	pan_tadeusz	1	M	11821	0.023737472112837835
polish	pan_tadeusz	1	K	4634	0.009305426425081679
polish	pan_tadeusz	1	W	11716	0.023526624082058037
polish	pan_tadeusz	1	B	7771	0.015604762354188546
polish	pan_tadeusz	1	C	11560	0.023213364150613768
polish	pan_tadeusz	1	J	1044	0.0020964318488962607
polish	pan_tadeusz	1	X	429	0.0008614648114717393
polish	pan_tadeusz	1	Q	420	0.0008433921231191854
polish	quo_vadis	1	P	257	0.022657145376002823
polish	quo_vadis	1	R	534	0.047077492726791854
polish	quo_vadis	1	O	879	0.07749272679185401
polish	quo_vadis	1	D	517	0.045578771048223575
polish	quo_vadis	1	U	379	0.033412677422198715
polish	quo_vadis	1	C	277	0.024420347350789032
polish	quo_vadis	1	E	1326	0.11690029092832584
polish	quo_vadis	1	B	171	0.01507537688442211
polish	quo_vadis	1	Y	235	0.02071762320373799
polish	quo_vadis	1	G	274	0.024155867054571102
polish	quo_vadis	1	W	297	0.026183549325575244
polish	quo_vadis	1	K	104	0.009168650268888301
polish	quo_vadis	1	S	748	0.06594375385700432
polish	quo_vadis	1	T	1191	0.10499867759851891
polish	quo_vadis	1	H	664	0.05853830556290223
polish	quo_vadis	1	N	745	0.06567927356078639
polish	quo_vadis	1	L	392	0.03455875870580975
polish	quo_vadis	1	A	892	0.07863880807546504
polish	quo_vadis	1	I	863	0.07608216521202504
polish	quo_vadis	1	F	203	0.017896500044080048
polish	quo_vadis	1	M	261	0.023009785770960064
polish	quo_vadis	1	V	75	0.006612007405448294
polish	quo_vadis	1	J	26	0.0022921625672220752
polish	quo_vadis	1	Z	10	0.0008816009873931059
polish	quo_vadis	1	X	11	0.0009697610861324165
polish	quo_vadis	1	Q	12	0.0010579211848717272
swedish	gusta_berling	1	I	17632	0.061039527525254274
swedish	gusta_berling	1	L	11503	0.039821783412148364
swedish	gusta_berling	1	U	7642	0.026455539323275473
swedish	gusta_berling	1	S	18982	0.0657130394444406
swedish	gusta_berling	1	T	26930	0.09322790813606498
swedish	gusta_berling	1	R	16383	0.0567156635348367
swedish	gusta_berling	1	A	22029	0.07626132893907818
swedish	gusta_berling	1	O	21859	0.07567281262332878
swedish	gusta_berling	1	N	18855	0.065273383137969
swedish	gusta_berling	1	V	2503	0.008665037284239533
swedish	gusta_berling	1	B	4505	0.015595682367358808
swedish	gusta_berling	1	E	38374	0.1328454417680415
swedish	gusta_berling	1	K	2470	0.008550795881770533
swedish	gusta_berling	1	D	14043	0.04861490954158041
swedish	gusta_berling	1	F	6131	0.02122466783446767
swedish	gusta_berling	1	M	6411	0.02219398882511372
swedish	gusta_berling	1	H	22961	0.07948778309365719
swedish	gusta_berling	1	W	8228	0.028484189682270428
swedish	gusta_berling	1	G	5950	0.020598071051228614
swedish	gusta_berling	1	Y	5007	0.017333536429159944
swedish	gusta_berling	1	C	5520	0.01910947095845075
swedish	gusta_berling	1	P	4090	0.014159010184794122
swedish	gusta_berling	1	Z	97	0.00033580048604523957
swedish	gusta_berling	1	Q	217	0.0007512237677506907
swedish	gusta_berling	1	X	206	0.0007131433002610243
swedish	gusta_berling	1	J	334	0.0011562614674135055
swedish	niels_holgersson	1	T	37970	0.09263347930567585
swedish	niels_holgersson	1	H	27674	0.06751485136437381
swedish	niels_holgersson	1	E	51092	0.12464655582527233
swedish	niels_holgersson	1	B	7248	0.017682577245392114
swedish	niels_holgersson	1	U	12622	0.03079325193037241
swedish	niels_holgersson	1	C	8372	0.02042474292196782
swedish	niels_holgersson	1	A	34079	0.08314080435233413
swedish	niels_holgersson	1	N	27745	0.06768806645604362
swedish	niels_holgersson	1	R	22082	0.05387233315849181
swedish	niels_holgersson	1	F	7932	0.01935129728345064
swedish	niels_holgersson	1	M	9999	0.024394052135302942
swedish	niels_holgersson	1	Y	6817	0.016631088449480965
swedish	niels_holgersson	1	O	31185	0.07608045962990521
swedish	niels_holgersson	1	L	16238	0.039615023359640886
swedish	niels_holgersson	1	D	21006	0.051247270642481614
swedish	niels_holgersson	1	I	25007	0.061008307005452615
swedish	niels_holgersson	1	S	25733	0.06277949230900597
swedish	niels_holgersson	1	P	6478	0.015804047377987046
swedish	niels_holgersson	1	G	9445	0.023042486490442673
swedish	niels_holgersson	1	K	5578	0.01360836311738372
swedish	niels_holgersson	1	W	11013	0.026867856402249358
swedish	niels_holgersson	1	V	3036	0.00740677490576855
swedish	niels_holgersson	1	X	518	0.001263738274436136
swedish	niels_holgersson	1	J	430	0.0010490491467326998
swedish	niels_holgersson	1	Z	293	0.0007148172092853048
swedish	niels_holgersson	1	Q	303	0.0007392137010697862
swedish	roda_rummet	1	A	32860	0.08343087246958937
swedish	roda_rummet	1	R	21258	0.053973630156985114
swedish	roda_rummet	1	O	31493	0.079960087239342
swedish	roda_rummet	1	M	9606	0.024389438860099682
swedish	roda_rummet	1	N	28154	0.07148243406904502
swedish	roda_rummet	1	S	24698	0.06270772027553008
swedish	roda_rummet	1	I	28379	0.0720537044983103
swedish	roda_rummet	1	G	8574	0.021769211824536193
swedish	roda_rummet	1	E	48347	0.12275205086084107
swedish	roda_rummet	1	F	7975	0.020248362992847695
swedish	roda_rummet	1	C	8408	0.021347741196722687
swedish	roda_rummet	1	W	9452	0.023998435988513655
swedish	roda_rummet	1	D	17794	0.04517860452598519
swedish	roda_rummet	1	L	15923	0.040428173534183556
swedish	roda_rummet	1	U	11786	0.029924414574758987
swedish	roda_rummet	1	T	35065	0.08902932267638927
swedish	roda_rummet	1	H	26012	0.0660439395824394
swedish	roda_rummet	1	B	5454	0.013847595205390762
swedish	roda_rummet	1	K	3191	0.008101884176824701
swedish	roda_rummet	1	P	5649	0.014342696244087351
swedish	roda_rummet	1	X	419	0.0010638324882762612
swedish	roda_rummet	1	Y	8653	0.02196979121970045
swedish	roda_rummet	1	V	3914	0.009937566489530517
swedish	roda_rummet	1	Q	362	0.0009191106461957198
swedish	roda_rummet	1	J	271	0.0006880634948039781
swedish	roda_rummet	1	Z	162	0.0004113147090710127
turkish	araba_sevdasi	1	P	7805	0.016334124403035364
turkish	araba_sevdasi	1	R	28787	0.060244771196691735
turkish	araba_sevdasi	1	O	35080	0.07341461679160545
turkish	araba_sevdasi	1	D	22925	0.04797691248425185
turkish	araba_sevdasi	1	U	14165	0.029644186056245473
turkish	araba_sevdasi	1	C	11567	0.024207151437528513
turkish	araba_sevdasi	1	E	62153	0.13007236822829685
turkish	araba_sevdasi	1	B	5965	0.012483414742358225
turkish	araba_sevdasi	1	Y	8023	0.016790349786746026
turkish	araba_sevdasi	1	S	30860	0.06458309789592201
turkish	araba_sevdasi	1	T	42967	0.0899203489077797
turkish	araba_sevdasi	1	V	4583	0.009591196942871374
turkish	araba_sevdasi	1	N	30233	0.0632709267235065
turkish	araba_sevdasi	1	J	468	0.0009794196310852722
turkish	araba_sevdasi	1	A	38596	0.08077282068668198
turkish	araba_sevdasi	1	I	30477	0.0637815643089441
turkish	araba_sevdasi	1	H	35145	0.07355064729592285
turkish	araba_sevdasi	1	L	19566	0.040947274576526575
turkish	araba_sevdasi	1	F	11718	0.02452316076294278
turkish	araba_sevdasi	1	G	9174	0.019199136101658736
turkish	araba_sevdasi	1	M	11939	0.024985664477621936
turkish	araba_sevdasi	1	W	11282	0.023610709995521457
turkish	araba_sevdasi	1	Z	270	0.0005650497871645801
turkish	araba_sevdasi	1	K	3078	0.006441567573676214
turkish	araba_sevdasi	1	X	585	0.0012242745388565904
turkish	araba_sevdasi	1	Q	423	0.0008852446665578422
turkish	mai_ve_siyah	1	P	928	0.015303430079155673
turkish	mai_ve_siyah	1	R	3346	0.05517810026385224
turkish	mai_ve_siyah	1	O	4699	0.0774901055408971
turkish	mai_ve_siyah	1	D	3146	0.05187994722955145
turkish	mai_ve_siyah	1	U	1765	0.029106200527704486
turkish	mai_ve_siyah	1	C	1072	0.017678100263852244
turkish	mai_ve_siyah	1	E	7896	0.13021108179419524
turkish	mai_ve_siyah	1	B	1381	0.022773746701846967
turkish	mai_ve_siyah	1	Y	1688	0.02783641160949868
turkish	mai_ve_siyah	1	J	80	0.0013192612137203166
turkish	mai_ve_siyah	1	L	2304	0.03799472295514512
turkish	mai_ve_siyah	1	N	4225	0.06967348284960422
turkish	mai_ve_siyah	1	G	1611	0.026566622691292875
turkish	mai_ve_siyah	1	M	1554	0.02562664907651715
turkish	mai_ve_siyah	1	A	4753	0.07838060686015831
turkish	mai_ve_siyah	1	T	5200	0.08575197889182058
turkish	mai_ve_siyah	1	H	4152	0.06846965699208443
turkish	mai_ve_siyah	1	I	3578	0.05900395778364116
turkish	mai_ve_siyah	1	S	3291	0.054271108179419526
turkish	mai_ve_siyah	1	F	1213	0.0200032981530343
turkish	mai_ve_siyah	1	W	1395	0.023004617414248023
turkish	mai_ve_siyah	1	K	556	0.0091688654353562
turkish	mai_ve_siyah	1	Q	112	0.0018469656992084432
turkish	mai_ve_siyah	1	X	160	0.002638522427440633
